Type,Gender,Breed1,Color1,Color2,State,Age,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,VideoAmt,PhotoAmt,is_adopted
Cat,Mixed,Domestic Short Hair,Black,Gray,Selangor,1.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,0.0,0.0,7.0,1
Dog,Female,Mixed Breed,Black,Brown,Pulau Pinang,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,20.0,0.0,1.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,0
Dog,Female,Doberman Pinscher,Black,Brown,Selangor,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Cat,Female,Domestic Short Hair,Golden,White,Selangor,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,1
Cat,Male,Domestic Long Hair,Black,Gray,Selangor,12.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Female,Domestic Short Hair,Yellow,NoColor,Kuala Lumpur,12.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Female,Mixed Breed,Brown,Golden,Selangor,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0
Dog,Male,Mixed Breed,Black,NoColor,Selangor,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Cat,Male,Domestic Short Hair,Black,Brown,Negeri Sembilan,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Female,Domestic Short Hair,Cream,NoColor,Kuala Lumpur,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Male,Shetland Sheepdog Sheltie,Black,Brown,Selangor,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,50.0,0.0,5.0,1
Dog,Female,Mixed Breed,Black,NoColor,Pulau Pinang,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Male,Mixed Breed,Black,Brown,Kuala Lumpur,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Male,Mixed Breed,Brown,NoColor,Pulau Pinang,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,6.0,1
Dog,Male,Whippet,Black,NoColor,Negeri Sembilan,18.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,20.0,1
Cat,Mixed,Domestic Short Hair,Black,Cream,Selangor,3.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,0.0,0.0,12.0,0
Cat,Female,Silver,Black,Gray,Selangor,9.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,200.0,0.0,3.0,0
Cat,Male,Domestic Medium Hair,Black,White,Selangor,10.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Female,Mixed Breed,Black,NoColor,Selangor,36.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0
Dog,Female,Mixed Breed,Brown,NoColor,Selangor,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,0
Cat,Female,Norwegian Forest Cat,Gray,White,Selangor,1.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,3.0,1
Cat,Female,Oriental Short Hair,Black,White,Selangor,41.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,0
Cat,Female,Persian,Black,Golden,Pulau Pinang,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,100.0,0.0,3.0,1
Cat,Female,Domestic Short Hair,Brown,Yellow,Kuala Lumpur,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Female,Mixed Breed,Black,White,Selangor,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0
Cat,Female,Persian,Cream,NoColor,Selangor,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,100.0,0.0,5.0,1
Dog,Mixed,Mixed Breed,Brown,NoColor,Selangor,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,4.0,1
Cat,Female,Domestic Short Hair,Black,White,Kuala Lumpur,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,12.0,1
Cat,Female,Tortoiseshell,Black,Brown,Selangor,12.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Female,Mixed Breed,Black,Cream,Selangor,24.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,0
Cat,Male,Domestic Short Hair,Gray,White,Kuala Lumpur,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Cat,Female,American Shorthair,Brown,White,Selangor,8.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,4.0,1
Cat,Male,Domestic Short Hair,Black,Brown,Selangor,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,0
Cat,Female,Domestic Short Hair,Black,White,Kuala Lumpur,24.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Male,Domestic Medium Hair,Gray,White,Kuala Lumpur,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Male,Mixed Breed,Brown,NoColor,Johor,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Female,Tabby,Black,Brown,Selangor,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,7.0,1
Cat,Mixed,Domestic Short Hair,Cream,Gray,Selangor,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,13.0,1
Dog,Female,Siberian Husky,Brown,NoColor,Kuala Lumpur,48.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0
Cat,Male,Domestic Medium Hair,Yellow,NoColor,Selangor,10.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,8.0,1
Cat,Male,Domestic Short Hair,Black,Brown,Kuala Lumpur,36.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0
Dog,Female,Mixed Breed,Cream,NoColor,Kuala Lumpur,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0
Cat,Male,Domestic Short Hair,Gray,White,Selangor,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,1
Cat,Female,Domestic Short Hair,Brown,Gray,Selangor,6.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Female,Mixed Breed,Black,Brown,Pulau Pinang,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0
Cat,Female,Domestic Medium Hair,Golden,White,Pulau Pinang,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,50.0,0.0,2.0,1
Cat,Mixed,Domestic Long Hair,Black,White,Kuala Lumpur,12.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,1
Cat,Male,Domestic Short Hair,Brown,NoColor,Selangor,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1
Cat,Male,Domestic Medium Hair,Black,Cream,Selangor,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0
Dog,Female,Mixed Breed,Brown,Yellow,Johor,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,0.0,0.0,4.0,1
Dog,Female,Dachshund,Brown,NoColor,Selangor,60.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0
Dog,Female,Mixed Breed,Brown,NoColor,Selangor,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0
Cat,Mixed,Calico,Black,Gray,Selangor,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,4.0,1
Cat,Male,Domestic Short Hair,Black,Golden,Kuala Lumpur,2.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,0.0,0.0,3.0,1
Cat,Male,Domestic Short Hair,Gray,NoColor,Selangor,60.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Selangor,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,0.0,6.0,0
Cat,Male,Domestic Medium Hair,Black,White,Kuala Lumpur,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,6.0,1
Dog,Male,Mixed Breed,Black,NoColor,Sabah,30.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Cat,Mixed,Domestic Medium Hair,Gray,White,Selangor,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,7.0,1
Cat,Female,Domestic Short Hair,Gray,White,Selangor,16.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,0
Cat,Mixed,Domestic Medium Hair,Black,Gray,Selangor,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,7.0,1
Dog,Mixed,Mixed Breed,Black,Brown,Kuala Lumpur,1.0,2.0,2.0,2.0,2.0,2.0,1.0,8.0,0.0,0.0,14.0,0
Cat,Female,Calico,Black,Yellow,Kuala Lumpur,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,80.0,0.0,5.0,1
Dog,Female,Mixed Breed,Brown,White,Selangor,6.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,0
Cat,Mixed,Domestic Short Hair,Yellow,Gray,Selangor,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,4.0,1
Dog,Mixed,Chihuahua,Brown,White,Selangor,24.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,385.0,0.0,5.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Kuala Lumpur,24.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0
Dog,Female,Cocker Spaniel,Brown,Cream,Selangor,96.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,1
Dog,Female,Mixed Breed,Brown,Golden,Pulau Pinang,24.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,21.0,0
Dog,Female,Shih Tzu,Brown,NoColor,Selangor,64.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,250.0,0.0,0.0,1
Cat,Male,Domestic Short Hair,Black,White,Kuala Lumpur,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Mixed,Domestic Short Hair,Black,Brown,Kuala Lumpur,1.0,2.0,1.0,2.0,2.0,2.0,1.0,6.0,100.0,0.0,3.0,0
Dog,Female,Terrier,Brown,White,Selangor,5.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,1
Dog,Male,Mixed Breed,Brown,NoColor,Pulau Pinang,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,80.0,0.0,1.0,0
Cat,Male,Domestic Short Hair,Golden,NoColor,Selangor,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0
Cat,Female,Domestic Medium Hair,Black,White,Selangor,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,36.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,0
Dog,Female,Mixed Breed,Brown,NoColor,Kuala Lumpur,8.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Selangor,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0
Dog,Male,Bullmastiff,Black,White,Kuala Lumpur,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,6.0,1
Dog,Male,Mountain Dog,Brown,NoColor,Kuala Lumpur,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0
Dog,Male,Jack Russell Terrier,Brown,White,Selangor,24.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1
Dog,Male,Golden Retriever,Golden,NoColor,Kuala Lumpur,84.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Mixed,Mixed Breed,Black,Brown,Kuala Lumpur,12.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,0.0,0.0,1.0,0
Dog,Male,Mixed Breed,Cream,NoColor,Selangor,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,270.0,0.0,5.0,1
Cat,Female,Domestic Short Hair,Brown,Golden,Selangor,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0
Dog,Male,Cocker Spaniel,Cream,NoColor,Selangor,11.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,200.0,0.0,3.0,1
Dog,Female,German Shepherd Dog,Brown,NoColor,Selangor,48.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Male,Domestic Short Hair,Black,White,Kuala Lumpur,14.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0
Dog,Female,Pit Bull Terrier,Brown,NoColor,Selangor,48.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,0
Dog,Female,Mixed Breed,Black,Brown,Selangor,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Dog,Male,Beagle,Black,Brown,Selangor,24.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,300.0,0.0,1.0,1
Cat,Female,Tabby,Black,Brown,Kuala Lumpur,4.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,0
Dog,Mixed,Poodle,Black,Brown,Selangor,1.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0,1
Dog,Female,Belgian Shepherd Malinois,Black,Brown,Selangor,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Male,Domestic Short Hair,White,NoColor,Selangor,48.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,0.0,27.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0
Cat,Male,Tabby,Cream,Gray,Kuala Lumpur,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Male,Domestic Short Hair,Black,White,Selangor,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Mixed,Mixed Breed,Black,Brown,Kuala Lumpur,3.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0,0.0,0.0,5.0,1
Dog,Male,Mixed Breed,Black,Brown,Pulau Pinang,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Dog,Female,Mixed Breed,White,NoColor,Selangor,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,12.0,1
Cat,Mixed,Domestic Medium Hair,Black,Cream,Selangor,0.0,1.0,2.0,3.0,3.0,3.0,1.0,5.0,0.0,0.0,3.0,1
Dog,Female,Mixed Breed,Brown,Golden,Johor,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,10.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Selangor,36.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0
Dog,Male,Mixed Breed,Black,Brown,Selangor,7.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0
Dog,Male,Golden Retriever,Golden,NoColor,Selangor,36.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Female,Mixed Breed,Black,NoColor,Selangor,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0
Cat,Female,Persian,Black,Golden,Selangor,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,150.0,0.0,6.0,1
Dog,Male,Doberman Pinscher,Black,NoColor,Selangor,96.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0
Dog,Male,Mixed Breed,Black,Brown,Selangor,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,7.0,1
Cat,Female,Tabby,Brown,Cream,Selangor,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,100.0,0.0,2.0,1
Cat,Female,Domestic Short Hair,Black,Yellow,Selangor,11.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,1
Dog,Male,Mixed Breed,Black,Golden,Selangor,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,6.0,1
Dog,Female,Poodle,Cream,White,Selangor,60.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,250.0,0.0,3.0,1
Cat,Male,Domestic Medium Hair,White,NoColor,Kuala Lumpur,4.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Mixed,Mixed Breed,Black,Brown,Melaka,2.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,0.0,0.0,11.0,0
Dog,Female,Rottweiler,Black,Brown,Selangor,11.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,400.0,0.0,7.0,1
Cat,Male,Tabby,Black,Brown,Selangor,48.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,20.0,0.0,4.0,1
Dog,Female,Mixed Breed,Cream,White,Selangor,12.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Male,Siamese,White,NoColor,Selangor,9.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Female,Persian,Black,Gray,Kuala Lumpur,19.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Male,Mixed Breed,Brown,NoColor,Kuala Lumpur,4.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Female,Mixed Breed,Cream,White,Selangor,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,5.0,1
Cat,Mixed,Domestic Short Hair,Black,Brown,Kuala Lumpur,0.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,0.0,0.0,1.0,1
Cat,Female,Domestic Short Hair,Golden,White,Selangor,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,80.0,0.0,3.0,1
Cat,Male,Domestic Short Hair,Yellow,White,Kuala Lumpur,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Female,Domestic Medium Hair,Golden,White,Kuala Lumpur,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,9.0,1
Cat,Male,Domestic Short Hair,Black,Gray,Selangor,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Selangor,12.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0
Dog,Female,Mixed Breed,Black,Brown,Selangor,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,150.0,0.0,1.0,0
Dog,Male,German Shepherd Dog,Black,Brown,Selangor,2.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Dog,Male,Husky,Black,White,Selangor,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,250.0,0.0,7.0,1
Cat,Male,Domestic Short Hair,Black,Brown,Selangor,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Female,Domestic Short Hair,Black,Brown,Selangor,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Selangor,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,6.0,0
Cat,Female,Domestic Short Hair,Black,Brown,Selangor,10.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Mixed,Domestic Short Hair,Yellow,White,Selangor,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,1
Cat,Female,Domestic Short Hair,Brown,NoColor,Selangor,12.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Mixed,Domestic Medium Hair,Black,Brown,Kuala Lumpur,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0
Dog,Female,Border Collie,Black,White,Kedah,10.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Male,Domestic Short Hair,Black,NoColor,Selangor,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,6.0,1
Cat,Mixed,Domestic Short Hair,Black,Cream,Johor,2.0,3.0,1.0,2.0,2.0,2.0,1.0,8.0,0.0,0.0,1.0,1
Dog,Female,Corgi,Cream,NoColor,Kuala Lumpur,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,120.0,1.0,25.0,1
Dog,Female,West Highland White Terrier Westie,White,NoColor,Selangor,84.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,400.0,0.0,2.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Selangor,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Mixed,Mixed Breed,Black,Brown,Perak,2.0,2.0,2.0,2.0,2.0,3.0,1.0,5.0,0.0,0.0,1.0,1
Dog,Male,Mixed Breed,Brown,NoColor,Kuala Lumpur,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Male,Domestic Short Hair,White,NoColor,Kuala Lumpur,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,0
Dog,Male,Bullmastiff,Cream,Gray,Selangor,60.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,0
Cat,Female,Domestic Long Hair,Yellow,Gray,Selangor,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,9.0,1
Dog,Female,Mixed Breed,Brown,Golden,Kuala Lumpur,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,4.0,0
Cat,Mixed,Domestic Short Hair,Golden,Gray,Kuala Lumpur,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,1
Cat,Mixed,Maine Coon,Yellow,Gray,Sarawak,28.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,600.0,0.0,11.0,0
Cat,Female,Siamese,Brown,Cream,Selangor,24.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Female,Domestic Short Hair,Brown,White,Selangor,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,0
Cat,Female,Tabby,Black,NoColor,Johor,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0
Cat,Male,Domestic Short Hair,Black,Gray,Selangor,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,4.0,1
Cat,Male,Domestic Short Hair,Black,Brown,Kuala Lumpur,48.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0
Dog,Male,Mixed Breed,Brown,NoColor,Selangor,8.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,50.0,0.0,3.0,1
Cat,Male,Tabby,Yellow,White,Kuala Lumpur,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,7.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Selangor,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Cat,Female,Domestic Short Hair,Brown,Cream,Selangor,12.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0
Dog,Female,Mixed Breed,Brown,NoColor,Selangor,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1
Cat,Male,Domestic Medium Hair,Yellow,White,Selangor,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,6.0,1
Cat,Male,Domestic Short Hair,Black,White,Pulau Pinang,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,5.0,1
Cat,Mixed,Domestic Short Hair,Brown,Gray,Kuala Lumpur,17.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,4.0,0
Dog,Male,Mixed Breed,Gray,NoColor,Selangor,6.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0
Cat,Female,Tabby,Brown,Yellow,Selangor,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Male,Domestic Medium Hair,Golden,White,Selangor,6.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,6.0,1
Cat,Female,Domestic Medium Hair,Golden,Cream,Selangor,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,11.0,1
Dog,Female,Border Collie,Black,White,Pahang,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,200.0,0.0,5.0,1
Cat,Female,Domestic Short Hair,Black,Brown,Johor,15.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Female,Domestic Medium Hair,Golden,White,Kedah,6.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Female,Mixed Breed,Black,Cream,Pulau Pinang,3.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,17.0,0
Cat,Mixed,Domestic Medium Hair,Yellow,Cream,Selangor,3.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,6.0,1
Cat,Female,Domestic Short Hair,Black,Gray,Selangor,2.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Male,Domestic Short Hair,Brown,Golden,Selangor,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,6.0,1
Cat,Mixed,Domestic Medium Hair,Black,Brown,Negeri Sembilan,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,5.0,1
Cat,Female,Calico,Black,Brown,Selangor,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,1
